name,homepage,scholar_id,citations,h-index
Panos Giannopoulos,http://www.eis.mdx.ac.uk/staffpages/panosgiannopoulos,d19xulYAAAAJ,657.0,14.0
Carl Evans,http://www.cs.mdx.ac.uk/people/carl-evans,,,
Florian Kammueller,http://www.cs.mdx.ac.uk/people/florian-kammueller,DaQ8dGMAAAAJ,1018.0,17.0
Andrei Popescu,http://andreipopescu.uk,nxOkXN0AAAAJ,1776.0,23.0
Carlisle E. George,http://www.eis.mdx.ac.uk/staffpages/cgeorge,,,
Xiaohong Gao,http://www.mitime.org,D4AqjAcAAAAJ,2070.0,22.0
Christian R. Huyck,http://www.cwa.mdx.ac.uk/chris/chrisroot.html,,,
David Windridge,http://www.cs.mdx.ac.uk/people/david-windridge,p0K-zIsAAAAJ,1806.0,19.0
Mark Springett,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/springett-mark,rwQJxtUAAAAJ,567.0,11.0
Bob Fields,http://www.cs.mdx.ac.uk/people/bob-fields,DrLWtAYAAAAJ,2143.0,23.0
Giovanni Quattrone,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/quattrone-giovanni,cN4fbBsAAAAJ,1643.0,21.0
Irene Kotsia,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/kotsia-irene,RwDV2kAAAAAJ,4569.0,26.0
Joanna Loveday,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/loveday-joanna,,,
Ralph Moseley,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/moseley-ralph,,,
Ioannis Panagakis,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/panagakis-yannis,z1bkjU8AAAAJ,2284.0,23.0
Peter J. Passmore,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/passmore-peter,,,
Clifford Sule,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/sule-clifford,WeHUq4YAAAAJ,14.0,2.0
Pirkko H. Harvey,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/harvey-pirkko,,,
Balbir Barn,http://www.cs.mdx.ac.uk/people/balbir-barn,2Sw7gb4AAAAJ,1003.0,16.0
Harjinder Rahanu,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/rahanu-harjinder,,,
Kelly Androutsopoulos,http://www.eis.mdx.ac.uk/staffpages/kellyandroutsopoulos,0VGY3MQAAAAJ,713.0,12.0
Rajagopal Nagarajan,http://www.cs.mdx.ac.uk/people/rajagopal_nagarajan/raja,SE6e-QMAAAAJ,1086.0,17.0
Edward Currie,http://www.cs.mdx.ac.uk/people/ed-currie,,,
Serengul Smith,http://www.cs.mdx.ac.uk/people/serengul-smith,GLKMjFMAAAAJ,739.0,12.0
Leishi Zhang,http://www.cs.mdx.ac.uk/people/leishi-zhang,_JtL900AAAAJ,1370.0,15.0
Shahedur Rahman,http://www.cs.mdx.ac.uk/people/shahedur-rahman,,,
Xiao-Chun Cheng,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/cheng-xiaochun,0i9Ga8QAAAAJ,2450.0,25.0
Juan Carlos Augusto,https://www.jcaugusto.com,JD7vb2IAAAAJ,7724.0,39.0
Roman Belavkin,http://www.eis.mdx.ac.uk/staffpages/rvb,EYJhJ1oAAAAJ,704.0,13.0
Andreas Albrecht,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/albrecht-andreas,,,
Padma Daryanani,http://www.cs.mdx.ac.uk/people/padma-daryanani,,,
Martin J. Loomes,http://www.cs.mdx.ac.uk/people/martin-loomes,,,
Simon Attfield,http://www.cs.mdx.ac.uk/people/simon-attfield,Uh9q5_MAAAAJ,1562.0,17.0
Miltos Petridis,http://www.cs.mdx.ac.uk/people/miltos-petridis,OYxJzq0AAAAJ,1099.0,18.0
Jaap Boender,http://www.cs.mdx.ac.uk/people/jaap-boender,hnbina4AAAAJ,466.0,9.0
Gill Whitney,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/whitney-gill,,,
George A. Dafoulas,http://www.cs.mdx.ac.uk/people/george-dafoulas,,,
Sukhvinder Hara,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/hara-sukhvinder,,,
Irena Kolar,http://www.cs.mdx.ac.uk/people/irena-kolar,,,
Carl James-Reynolds,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/james-reynolds-carl,,,
William Wong,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/wong-william,,,
Franco Raimondi,http://www.rmnd.net,Vt5JjM8AAAAJ,2917.0,26.0
Nawaz Kahan,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/khan-nawaz,,,
Suiping Zhou,http://www.cs.mdx.ac.uk/people/suiping-zhou,zhbtLUQAAAAJ,1859.0,22.0
