name,homepage,scholar_id,citations,h-index
Zuzana Kukelova,https://kukelova.weebly.com,M4a3VyYAAAAJ,2173.0,27.0
Viliam Lisý,https://sites.google.com/site/viliamlisy,wNY724AAAAAJ,2214.0,21.0
Tomás Krajník,http://labe.felk.cvut.cz/~tkrajnik,Qv3nqgsAAAAJ,4603.0,36.0
Ondrej Kuzelka,http://ida.fel.cvut.cz/~kuzelka,QWmpgVgAAAAJ,530.0,11.0
Jirí Vokrínek,http://cs.fel.cvut.cz/en/people/xvokrine,#NAME?,,
Matej Hoffmann,https://sites.google.com/site/matejhof,KFUbXYYAAAAJ,1239.0,19.0
Michal Pechoucek,http://cs.fel.cvut.cz/en/people/pechouce,SdQcGHcAAAAJ,5155.0,39.0
Torsten Sattler,https://tsattler.github.io,jzx6_ZIAAAAJ,7842.0,40.0
Josef Sivic,http://www.di.ens.fr/~josef,NCtKHnQAAAAJ,40255.0,69.0
Tomás Pajdla,https://people.ciirc.cvut.cz/~pajdla,gnR4zf8AAAAJ,20881.0,57.0
Robert Babuska,https://www.ciirc.cvut.cz/people/people-list/?uid=babusrob,0orN2FUAAAAJ,22282.0,65.0
Miroslav Kulich,http://imr.ciirc.cvut.cz/People/Mirek,68vFe80AAAAJ,,
Tomás Svoboda,http://cmp.felk.cvut.cz/~svoboda,ec4ZOF0AAAAJ,3910.0,28.0
Filip Zelezný,http://ida.felk.cvut.cz/zelezny,gt3emoEAAAAJ,1764.0,21.0
Radim Sára,http://cmp.felk.cvut.cz/~sara,STnEoYAAAAAJ,2472.0,21.0
Branislav Bosanský,https://sites.google.com/site/bbosansky,jltCTOwAAAAJ,1286.0,20.0
Jiri Zara,https://dcgi.fel.cvut.cz/people/zara,V2QQklIAAAAJ,3091.0,26.0
Karel Zimmermann,http://cmp.felk.cvut.cz/~zimmerk,UROU6RgAAAAJ,1403.0,16.0
Martin Saska,http://mrs.felk.cvut.cz/people/martin-saska,5PBYoTsAAAAJ,4502.0,38.0
Giorgos Tolias,http://cmp.felk.cvut.cz/~toliageo,e765N80AAAAJ,4611.0,27.0
Václav Hlavác,http://people.ciirc.cvut.cz/hlavac,zgcPE9kAAAAJ,16032.0,37.0
George Matas,http://cmp.felk.cvut.cz/~matas,EJCNY6QAAAAJ,58077.0,89.0
Ondrej Chum,http://cmp.felk.cvut.cz/~chum,4T42Ke0AAAAJ,23810.0,42.0
Jiri Bittner,https://dcgi.fel.cvut.cz/people/bittner,AAli7u8AAAAJ,,
Jan Faigl,http://robotics.fel.cvut.cz/faigl,#NAME?,,
Jirí Kléma,https://ida.fel.cvut.cz/klema,zuwJZmEAAAAJ,958.0,17.0
Jan Kybic,http://cmp.felk.cvut.cz/~kybic,QwIATDoAAAAJ,4758.0,31.0
