name,homepage,scholar_id,citations,h-index
David A. Umphress,http://www.eng.auburn.edu/~umphress/David_Umphress/DavidUmphress.html,adnNt1IAAAAJ,1150.0,15.0
James H. Cross,http://www.eng.auburn.edu/~cross,qOHTo_oAAAAJ,4166.0,16.0
Levent Yilmaz,http://www.eng.auburn.edu/~yilmaz,uPBKJewAAAAJ,3732.0,27.0
Kai H. Chang,http://www.eng.auburn.edu/~kchang,NOSCHOLARPAGE,,
Cheryl D. Seals,http://www.eng.auburn.edu/~sealscd,NOSCHOLARPAGE,,
Daniela Marghitu,http://www.eng.auburn.edu/~daniela,d2w-SswAAAAJ,1826.0,15.0
Dean Hendrix,http://www.auburn.edu/~hendrtd,NOSCHOLARPAGE,,
Xiao Qin,http://www.eng.auburn.edu/~xqin,877mtdkAAAAJ,12844.0,59.0
Alvin S. Lim,http://www.eng.auburn.edu/~lim,8yA8n4sAAAAJ,1875.0,17.0
Sanjeev Baskiyar,http://www.eng.auburn.edu/~baskiyar,hrOiwPIAAAAJ,4739.0,31.0
Saad Biaz,http://www.eng.auburn.edu/users/sbiaz,B4fHhe0AAAAJ,2411.0,23.0
Wei-Shinn Ku,http://www.eng.auburn.edu/~weishinn,ZQ87sO4AAAAJ,3631.0,31.0
Jeffrey L. Overbey,http://jeff.over.bz,ot-erTIAAAAJ,2736.0,12.0
Richard Chapman,https://www.eng.auburn.edu/comp/faculty,Ncn4IvUAAAAJ,120.0,7.0
N. Hari Narayanan,http://www.eng.auburn.edu/~naraynh,6YytJ4MAAAAJ,,
Anthony Skjellum,http://www.eng.auburn.edu/directory/skjellum.html,j74j55gAAAAJ,14090.0,35.0
Yang Zhou,http://eng.auburn.edu/users/yangzhou,yvE8Po0AAAAJ,2823.0,22.0
