name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
William Grosky,University of Michigan-Dearborn,https://umdearborn.edu/users/wgrosky,jGsRPo8AAAAJ,4773.0,31.0,1971.0
Jin Lu,University of Michigan-Dearborn,http://www-personal.umd.umich.edu/~jinluz,iaaPT1AAAAAJ,562.0,12.0,2014.0
Foyzul Hassan,University of Michigan-Dearborn,https://umdearborn.edu/users/foyzul,b9Kw58UAAAAJ&hl,286.0,9.0,2010.0
Birhanu Eshete,University of Michigan-Dearborn,https://umdearborn.edu/users/birhanu,DVLQDSoAAAAJ,844.0,15.0,2010.0
Marouane Kessentini,University of Michigan-Dearborn,http://kessentini.net,,,,
Bruce Maxim,University of Michigan-Dearborn,https://umdearborn.edu/users/bmaxim,KN8ZOBIAAAAJ,27841.0,18.0,1977.0
Anys Bacha,University of Michigan-Dearborn,https://umdearborn.edu/users/anysbacha,8I9z_70AAAAJ,378.0,10.0,2010.0
Qiang Zhu,University of Michigan-Dearborn,https://umdearborn.edu/users/qzhu,,,,
Mohamed Abouelenien,University of Michigan-Dearborn,https://umdearborn.edu/users/zmohamed,yxvWYEUAAAAJ,834.0,14.0,2008.0
Brahim Medjahed,University of Michigan-Dearborn,https://umdearborn.edu/users/brahim,fDjntaAAAAAJ,4254.0,24.0,2000.0
Di Ma,University of Michigan-Dearborn,https://umdearborn.edu/users/dmadma,6pCcKtEAAAAJ,2411.0,27.0,1999.0
Probir Roy,University of Michigan-Dearborn,https://www.probir.info,Ktpw9z0AAAAJ,43.0,4.0,2016.0
