name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
David A. Umphress,Auburn University,http://www.eng.auburn.edu/~umphress/David_Umphress/DavidUmphress.html,adnNt1IAAAAJ,1150.0,15.0,1985.0
James H. Cross,Auburn University,http://www.eng.auburn.edu/~cross,qOHTo_oAAAAJ,4166.0,16.0,1986.0
Levent Yilmaz,Auburn University,http://www.eng.auburn.edu/~yilmaz,uPBKJewAAAAJ,3732.0,27.0,1982.0
Kai H. Chang,Auburn University,http://www.eng.auburn.edu/~kchang,NOSCHOLARPAGE,,,
Cheryl D. Seals,Auburn University,http://www.eng.auburn.edu/~sealscd,NOSCHOLARPAGE,,,
Daniela Marghitu,Auburn University,http://www.eng.auburn.edu/~daniela,d2w-SswAAAAJ,1826.0,15.0,1993.0
Dean Hendrix,Auburn University,http://www.auburn.edu/~hendrtd,NOSCHOLARPAGE,,,
Xiao Qin,Auburn University,http://www.eng.auburn.edu/~xqin,877mtdkAAAAJ,12844.0,59.0,1986.0
Alvin S. Lim,Auburn University,http://www.eng.auburn.edu/~lim,8yA8n4sAAAAJ,1875.0,17.0,1970.0
Sanjeev Baskiyar,Auburn University,http://www.eng.auburn.edu/~baskiyar,hrOiwPIAAAAJ,4739.0,31.0,2006.0
Saad Biaz,Auburn University,http://www.eng.auburn.edu/users/sbiaz,B4fHhe0AAAAJ,2411.0,23.0,1997.0
Wei-Shinn Ku,Auburn University,http://www.eng.auburn.edu/~weishinn,ZQ87sO4AAAAJ,3631.0,31.0,2003.0
Jeffrey L. Overbey,Auburn University,http://jeff.over.bz,ot-erTIAAAAJ,2736.0,12.0,1996.0
Richard Chapman,Auburn University,https://www.eng.auburn.edu/comp/faculty,Ncn4IvUAAAAJ,120.0,7.0,1989.0
N. Hari Narayanan,Auburn University,http://www.eng.auburn.edu/~naraynh,6YytJ4MAAAAJ,,,
Anthony Skjellum,Auburn University,http://www.eng.auburn.edu/directory/skjellum.html,j74j55gAAAAJ,14090.0,35.0,1987.0
Yang Zhou,Auburn University,http://eng.auburn.edu/users/yangzhou,yvE8Po0AAAAJ,2823.0,22.0,2005.0
