name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Pratik Narang,BITS Pilani,https://www.bits-pilani.ac.in/pilani/pratiknarang/profile,YyCGRO8AAAAJ,912.0,17.0,2013.0
Sundaresan Raman,BITS Pilani,http://www.bits-pilani.ac.in/pilani/sundaresanraman/profile,NOSCHOLARPAGE,,,
Sundar Balasubramaniam,BITS Pilani,http://www.bits-pilani.ac.in/pilani/sundarb/profile,2E9w-LgAAAAJ,1204.0,21.0,2000.0
J. P. Misra,BITS Pilani,http://www.bits-pilani.ac.in/pilani/computerscience/Faculty,7HBV4QwAAAAJ,265.0,9.0,2014.0
Poonam Goyal,BITS Pilani,http://www.bits-pilani.ac.in/pilani/poonam/profile,YHN0TYMAAAAJ,1404.0,22.0,1969.0
Lavika Goel,BITS Pilani,http://www.bits-pilani.ac.in/pilani/lavikagoel/profile,S9hsnNoAAAAJ,341.0,11.0,2010.0
Kuldeep Kumar,BITS Pilani,http://www.bits-pilani.ac.in/pilani/kuldeep/profile,RdiHr7UAAAAJ,,,
Kamlesh Tiwari,BITS Pilani,http://www.bits-pilani.ac.in/pilani/kamleshtiwari/profile,BtURBxsAAAAJ,442.0,11.0,1974.0
Vinti Agarwal,BITS Pilani,https://www.bits-pilani.ac.in/pilani/vintiagarwal/Profile,gCXVMHQAAAAJ,205.0,5.0,2011.0
Mukesh Kumar Rohil,BITS Pilani,http://www.bits-pilani.ac.in/pilani/rohil/profile,puTDrJkAAAAJ,215.0,7.0,2000.0
Amit Dua,BITS Pilani,http://www.bits-pilani.ac.in/pilani/amitdua/profile,NOSCHOLARPAGE,,,
Abhishek Mishra,BITS Pilani,http://www.bits-pilani.ac.in/pilani/abhishekmisra/profile,Ayz2rOwAAAAJ,1562.0,19.0,2007.0
Rahul Banerjee,BITS Pilani,http://www.bits-pilani.ac.in/pilani/rahulbanerjee/profile,4ky6cJ0AAAAJ,,,
Vandana Agarwal,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/vandana/profile,NOSCHOLARPAGE,,,
Arun Chauhan,BITS Pilani,http://www.bits-pilani.ac.in/pilani/arunchauhan/profile,noo17fcAAAAJ,611.0,15.0,1995.0
Avinash Gautam,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/avinash/profile,V6-4CfQAAAAJ,169.0,6.0,2012.0
Navneet Goyal,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/goel/profile,YHN0TYMAAAAJ,1404.0,22.0,1969.0
Ashutosh Bhatia,BITS Pilani,http://www.bits-pilani.ac.in/pilani/ashutoshbhatia/profile,JU258EQAAAAJ,345.0,8.0,2008.0
Virendra Singh Shekhawat,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/vsshekhawat/profile,NOSCHOLARPAGE,,,
Yashvardhan Sharma,BITS Pilani,http://www.bits-pilani.ac.in/pilani/yash/profile,xonk7AwAAAAJ,415.0,11.0,2006.0
K. Hari Babu,BITS Pilani,http://www.bits-pilani.ac.in/pilani/khari/profile,E-yshlwAAAAJ,232.0,7.0,2008.0
Sudeept Mohan,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/sudeeptm/profile,PlSyV6AAAAAJ,23890.0,73.0,1964.0
