name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Steven J. Gortler,Harvard University,http://www.eecs.harvard.edu/~sjg,66qppJsAAAAJ,17009.0,43.0,1993.0
David C. Parkes,Harvard University,http://www.eecs.harvard.edu/~parkes,JUn8PgwAAAAJ,17799.0,68.0,1996.0
Eddie Kohler,Harvard University,http://read.seas.harvard.edu/~kohler,VMihW8oAAAAJ,16536.0,51.0,1998.0
Milind Tambe,Harvard University,https://teamcore.seas.harvard.edu/tambe,YOVZiJkAAAAJ,33050.0,91.0,1970.0
James Mickens,Harvard University,http://mickens.seas.harvard.edu,7m5-SfEAAAAJ,3019.0,27.0,2003.0
Madhu Sudan,Harvard University,http://madhu.seas.harvard.edu,D-RwB3YAAAAJ,26563.0,67.0,1991.0
Yi-Ling Chen,Harvard University,http://yiling.seas.harvard.edu,Q8vaKmUAAAAJ,76188.0,57.0,
Barbara J. Grosz,Harvard University,http://grosz.seas.harvard.edu,,,,
Nada Amin,Harvard University,http://namin.net,9cGEmcgAAAAJ,30374.0,18.0,2003.0
Leslie G. Valiant,Harvard University,http://people.seas.harvard.edu/~valiant,H509xdsAAAAJ,37670.0,60.0,1967.0
Stephen Chong,Harvard University,http://people.seas.harvard.edu/~chong,5bxyMBwAAAAJ,3943.0,30.0,2001.0
H. T. Kung,Harvard University,https://www.eecs.harvard.edu/htk,iLQqwosAAAAJ,43083.0,78.0,1973.0
James Waldo,Harvard University,https://www.seas.harvard.edu/directory/waldo,A6y_bqkAAAAJ,650.0,12.0,2009.0
Jonathan Zittrain,Harvard University,http://hls.harvard.edu/faculty/directory/10992/Zittrain,aWZ0YN4AAAAJ,11923.0,34.0,1996.0
Susan A. Murphy,Harvard University,https://www.seas.harvard.edu/directory/samurphy,q-DPFdUAAAAJ,20034.0,62.0,1968.0
Stuart M. Shieber,Harvard University,http://www.eecs.harvard.edu/shieber,oq8WAwsAAAAJ,15617.0,57.0,1982.0
David D. Cox,Harvard University,http://www.coxlab.org,6S-WgLkAAAAJ,13682.0,49.0,2003.0
Krzysztof Gajos,Harvard University,http://www.eecs.harvard.edu/~kgajos,MnnERiQAAAAJ,8383.0,48.0,1997.0
Radhika Nagpal,Harvard University,http://www.radhikanagpal.org,a3ZGDsoAAAAJ,11317.0,49.0,1976.0
Finale Doshi,Harvard University,https://www.seas.harvard.edu/directory/finale,hwQtFB0AAAAJ,9813.0,47.0,2005.0
Michael D. Smith,Harvard University,http://www.fas.harvard.edu/pages/dean-michael-smith,BiiIlnQAAAAJ,8195.0,48.0,1989.0
Yaron Singer,Harvard University,http://seas.harvard.edu/~yaron,j-MBXNMAAAAJ,2551.0,27.0,2006.0
Boaz Barak,Harvard University,http://www.boazbarak.org,I0fbJ6cAAAAJ,14787.0,50.0,1999.0
Salil P. Vadhan,Harvard University,http://www.eecs.harvard.edu/~salil,dqVjyRQAAAAJ,17077.0,67.0,1995.0
Michael M. Mitzenmacher,Harvard University,http://www.eecs.harvard.edu/~michaelm,e8aRmAsAAAAJ,43006.0,86.0,1986.0
David Brooks,Harvard University,https://www.seas.harvard.edu/directory/dbrooks,vXHA_XYAAAAJ,19724.0,60.0,
Minlan Yu,Harvard University,http://www-bcf.usc.edu/~minlanyu,C_QXDzoAAAAJ,10119.0,39.0,2001.0
Elena Glassman,Harvard University,https://www.seas.harvard.edu/directory/glassman,C_r8d0AAAAAJ,1068.0,16.0,2005.0
Hanspeter Pfister,Harvard University,https://www.seas.harvard.edu/directory/pfister,VWX-GMAAAAAJ,30689.0,86.0,1992.0
Michael O. Rabin,Harvard University,https://www.seas.harvard.edu/directory/rabin,_UUtVF4AAAAJ,29043.0,58.0,
Stratos Idreos,Harvard University,http://stratos.seas.harvard.edu,rg6Bl5YAAAAJ,5411.0,40.0,
Harry R. Lewis,Harvard University,http://lewis.seas.harvard.edu,,,,
Ariel D. Procaccia,Harvard University,http://procaccia.info,8ZpV-lkAAAAJ,10386.0,56.0,
David M. Brooks,Harvard University,https://www.seas.harvard.edu/directory/dbrooks,TaiBcxgAAAAJ,129077.0,177.0,
