name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Ryszard Janicki,McMaster University,http://www.cas.mcmaster.ca/~janicki,ohzZZCAAAAAJ,2068.0,21.0,1976.0
Nedialko S. Nedialkov,McMaster University,https://www.cas.mcmaster.ca/~nedialk,mVEWNfgAAAAJ,2504.0,22.0,1994.0
Franya Franek,McMaster University,http://www.cas.mcmaster.ca/~franek,,,,
Fei Chiang,McMaster University,http://www.cas.mcmaster.ca/~fchiang,gbH5eZQAAAAJ,1363.0,13.0,2007.0
Reza Samavi,McMaster University,http://www.cas.mcmaster.ca/samavi,b-IpalkAAAAJ,541.0,11.0,2007.0
Christopher Kumar Anand,McMaster University,http://www.cas.mcmaster.ca/~anand,4_cxY6oAAAAJ,710.0,16.0,1990.0
Wenbo He,McMaster University,http://www.cs.mcgill.ca/~wenbohe,cCFzy50AAAAJ,5101.0,31.0,1997.0
Antoine Deza,McMaster University,http://www.cas.mcmaster.ca/~deza,SVnY26QAAAAJ,1614.0,18.0,1970.0
William M. Farmer,McMaster University,http://imps.mcmaster.ca/wmfarmer,zNX4etkAAAAJ,2733.0,24.0,1984.0
George Karakostas,McMaster University,http://www.cas.mcmaster.ca/~gk,qaT9cxAAAAAJ,1841.0,25.0,1999.0
Douglas G. Down,McMaster University,http://www.cas.mcmaster.ca/~downd,J5OlsYQAAAAJ,2687.0,29.0,1991.0
Ridha Khedri,McMaster University,http://www.cas.mcmaster.ca/~khedri,-OZz3XMAAAAJ,941.0,14.0,1993.0
Emil Sekerinski,McMaster University,http://www.cas.mcmaster.ca/~emil,h-WLnf8AAAAJ,1232.0,15.0,1992.0
Ryan J. Leduc,McMaster University,http://www.cas.mcmaster.ca/~leduc,YFaGsQYAAAAJ,826.0,15.0,1995.0
Wolfram Kahl,McMaster University,http://www.cas.mcmaster.ca/~kahl,u05d4twAAAAJ,975.0,16.0,1986.0
Hassan Ashtiani,McMaster University,https://www.cas.mcmaster.ca/ashtiani,T4DF6CAAAAAJ,319.0,11.0,2009.0
Jacques Carette,McMaster University,https://www.cas.mcmaster.ca/~carette,Sc-k-EgAAAAJ,1264.0,18.0,1991.0
Jeffery I. Zucker,McMaster University,http://www.cas.mcmaster.ca/~zucker,,,,
Mark Lawford,McMaster University,https://www.cas.mcmaster.ca/~lawford,7v2eN0cAAAAJ,2123.0,23.0,1992.0
Spencer Smith,McMaster University,http://www.cas.mcmaster.ca/~smiths,Z0WEv1oAAAAJ,3482.0,28.0,2008.0
Rong Zheng,McMaster University,http://www.cas.mcmaster.ca/~rzheng,hO6xhakAAAAJ,8708.0,52.0,
Martin v. Mohrenschildt,McMaster University,http://www.cas.mcmaster.ca/~mohrens,,,,
T. S. E. Maibaum,McMaster University,http://www.cas.mcmaster.ca/~maibaum,WP1EE9UAAAAJ,5054.0,37.0,
Alan Wassyng,McMaster University,http://www.cas.mcmaster.ca/~wassyng,Tv4yA0QAAAAJ,1042.0,17.0,1978.0
