name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Veronica Teichrieb,UFPE,http://www.cin.ufpe.br/voxarlabs,6YwOT_QAAAAJ,2478.0,24.0,1999.0
Juliano Iyoda,UFPE,http://www.cin.ufpe.br/~jmi,ZF4EXI8AAAAJ,264.0,9.0,1999.0
Fernando Castor,UFPE,http://www.cin.ufpe.br/~fjclf,c_egjh0AAAAJ,2842.0,27.0,2001.0
Divanilson Campelo,UFPE,http://www.cin.ufpe.br/~dcampelo,a7o3A7YAAAAJ,956.0,14.0,2000.0
Hansenclever de França Bassani,UFPE,http://www.cin.ufpe.br/~hfb,s14pJ00AAAAJ,171.0,7.0,2004.0
George D. C. Cavalcanti,UFPE,http://www.cin.ufpe.br/~gdcc,0dSAy8IAAAAJ,3612.0,30.0,1999.0
Augusto C. A. Sampaio,UFPE,http://www.cin.ufpe.br/~acas,03R9LnwAAAAJ,2774.0,29.0,1988.0
Cleber Zanchettin,UFPE,http://www.cin.ufpe.br/~cz,Xs-elnEAAAAJ,1083.0,17.0,2003.0
Alex Sandro Gomes,UFPE,http://www.cin.ufpe.br/~asg,i9a7THIAAAAJ,2449.0,22.0,1970.0
Alexandre Marcos Lins de Vasconcelos,UFPE,http://www.cin.ufpe.br/~amlv,uTLN0mUAAAAJ,764.0,15.0,1989.0
Alexandre Cabral Mota,UFPE,http://www.cin.ufpe.br/~acm,LiCue78AAAAJ,1243.0,19.0,1997.0
João Marcelo X. N. Teixeira,UFPE,http://www.cin.ufpe.br/voxarlabs,CQNizNEAAAAJ,823.0,14.0,2006.0
Jaelson Brelaz de Castro,UFPE,http://www.cin.ufpe.br/~jbc,Um1B6_4AAAAJ,5639.0,33.0,1961.0
Marcelo d'Amorim,UFPE,http://www.cin.ufpe.br/~damorim,nGTsM3QAAAAJ,1801.0,23.0,2001.0
Breno Alexandro Ferreira de Miranda,UFPE,https://cin.ufpe.br/~bafm,jp9fGhsAAAAJ,386.0,12.0,2007.0
Gustavo Carvalho,UFPE,http://www.cin.ufpe.br/~ghpc,e-uGm2UAAAAJ,283.0,9.0,2009.0
Paulo Borba,UFPE,http://www.cin.ufpe.br/~phmb,PpRDLgcAAAAJ,5215.0,36.0,1991.0
Sérgio C. B. Soares,UFPE,http://www.cin.ufpe.br/~scbs,Jqll4wwAAAAJ,3044.0,24.0,1999.0
Kiev Gama,UFPE,http://www.cin.ufpe.br/~kiev,ZRq_UfUAAAAJ,860.0,14.0,2007.0
Carla Schuenemann,UFPE,http://www.cin.ufpe.br/~ctlls,G-6XtcIAAAAJ,1351.0,20.0,
Luciano Barbosa,UFPE,http://www.cin.ufpe.br/~luciano,OsKAdpEAAAAJ,3658.0,22.0,2004.0
Leopoldo Teixeira,UFPE,http://www.cin.ufpe.br/~lmt,kCcCrNMAAAAJ,775.0,17.0,2008.0
Teresa Bernarda Ludermir,UFPE,http://www.cin.ufpe.br/~tbl,w-tKJOwAAAAJ,8933.0,45.0,1987.0
Vinicius C. Garcia,UFPE,http://viniciusgarcia.me,qPQabK4AAAAJ,2007.0,23.0,2002.0
José A. S. Monteiro,UFPE,http://www.di.ufpe.br/~suruagy,xCIQf-QAAAAJ,801.0,12.0,1989.0
Carlos A. G. Ferraz,UFPE,http://www.cin.ufpe.br/~cagf,x3A_-ugAAAAJ,1109.0,13.0,1991.0
Paulo S. G. de Mattos Neto,UFPE,http://www.cin.ufpe.br/~psgmn,,,,
Nivan Ferreira,UFPE,http://www.cin.ufpe.br/~nivan,aXnmMnkAAAAJ,1074.0,10.0,2011.0
Rafael Dueire Lins,UFPE,http://sites.google.com/site/rafaeldueirelins,jR-40QMAAAAJ,4954.0,31.0,1985.0
Roberto S. M. Barros,UFPE,http://www.cin.ufpe.br/~roberto,OnmLz-AAAAAJ,1211.0,19.0,1992.0
