name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Jingru Zhang,Cleveland State University,http://cis.csuohio.edu/~zhang,,,,
Sathish A. P. Kumar,Cleveland State University,http://cis.csuohio.edu/~kumar/index.html,iU2nbYAAAAAJ,1452.0,20.0,2001.0
Tianyun Zhang,Cleveland State University,http://cis.csuohio.edu/~t.zhang,DpeIOjEAAAAJ,776.0,10.0,2018.0
Hongkai Yu,Cleveland State University,http://cis.csuohio.edu/~h.yu/me.html,JnQts0kAAAAJ,824.0,15.0,2011.0
Zicheng Chi,Cleveland State University,http://cis.csuohio.edu/~chi,PE9h54AAAAAJ,618.0,15.0,2013.0
Janche Sang,Cleveland State University,http://cis.csuohio.edu/~sang,,,,
Haodong Wang,Cleveland State University,http://cis.csuohio.edu/~hwang/publications.html,7pgY2F0AAAAJ,14309.0,56.0,2000.0
Hongxing Ye,Cleveland State University,https://engineering.csuohio.edu/eecs/hongxing-ye-assistant-professor,,,,
Dan Simon,Cleveland State University,https://academic.csuohio.edu/simond,hZV3PngAAAAJ,21668.0,47.0,1987.0
Yongjian Fu,Cleveland State University,https://academic.csuohio.edu/fuy,,,,
Mehdi Rahmati,Cleveland State University,http://eecs.csuohio.edu/~rahmati,,,,
Ana Vladan Stankovic,Cleveland State University,https://academic.csuohio.edu/stankovica,Tz7AVLMAAAAJ,585.0,8.0,1998.0
Nigamanth Sridhar,Cleveland State University,http://selab.csuohio.edu/~nsridhar,PV9BI2gAAAAJ,614.0,13.0,2000.0
Wenbing Zhao,Cleveland State University,https://academic.csuohio.edu/zhao_w,ijsSRagAAAAJ,3789.0,33.0,1992.0
Chansu Yu,Cleveland State University,https://academic.csuohio.edu/yuc,,,,
Murad Hizlan,Cleveland State University,https://academic.csuohio.edu/hizlanm,,,,
Zhiqiang Gao,Cleveland State University,https://engineering.csuohio.edu/eecs/zhiqiang-gao-associate-professor,3Vqkg-EAAAAJ,13948.0,56.0,1988.0
Pong P. Chu,Cleveland State University,https://academic.csuohio.edu/chu_p,,,,
