name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Adam Doupé,Arizona State University,http://adamdoupe.com,hsJqhNAAAAAJ,2603.0,25.0,2010.0
Brian C. Nelson,Arizona State University,https://webapp4.asu.edu/directory/person/841981,R0PhbAYAAAAJ,3639.0,27.0,1985.0
Deliang Fan,Arizona State University,https://dfan.engineering.asu.edu,sAflhJUAAAAJ,3257.0,33.0,2012.0
Chaowei Xiao,Arizona State University,https://xiaocw11.github.io,Juoqtj8AAAAJ,4882.0,22.0,2014.0
Tiffany Bao,Arizona State University,https://www.tiffanybao.com,mOraMN8AAAAJ,491.0,9.0,2012.0
Joohyung Lee,Arizona State University,http://peace.eas.asu.edu,WeqC_-MAAAAJ,2796.0,27.0,2001.0
Subbarao Kambhampati,Arizona State University,http://rakaposhi.eas.asu.edu,yl3L07sAAAAJ,14232.0,59.0,1985.0
Jia Zou,Arizona State University,https://sites.google.com/view/jiazou-web/home,7Dnxbj0AAAAJ,474.0,11.0,2005.0
Partha Dasgupta,Arizona State University,http://cactus.eas.asu.edu/partha,,,,
Ming Zhao,Arizona State University,https://cidse.engineering.asu.edu/directory/zhao-ming,ZaB3G68AAAAJ,36577.0,85.0,1997.0
Stephanie Forrest,Arizona State University,https://forrest.biodesign.asu.edu/index.html,rx56n5cAAAAJ,39353.0,79.0,1985.0
Sandeep K. S. Gupta,Arizona State University,https://cidse.engineering.asu.edu/directory/gupta-sandeep,U9bcQkMAAAAJ,12992.0,59.0,1969.0
Ni Trieu,Arizona State University,https://nitrieu.github.io,AZgugwsAAAAJ,762.0,12.0,2015.0
Michel A. Kinsy,Arizona State University,https://isearch.asu.edu/profile/472846,WACzXzoAAAAJ,1050.0,18.0,2006.0
Eduardo Blanco,Arizona State University,https://isearch.asu.edu/profile/3996580,AqGa3-MAAAAJ,1134.0,14.0,2008.0
Yezhou Yang,Arizona State University,https://yezhouyang.engineering.asu.edu,k2suuZgAAAAJ,3069.0,28.0,2009.0
W. T. Tsai,Arizona State University,https://cidse.engineering.asu.edu/directory/tsai-wei-tek,,,,
Kurt VanLehn,Arizona State University,http://www.public.asu.edu/~kvanlehn,hjYT3JYAAAAJ,23529.0,69.0,
Huan Liu,Arizona State University,http://www.public.asu.edu/~huanliu,Dzf46C8AAAAJ,78965.0,124.0,1986.0
Carole-Jean Wu,Arizona State University,http://faculty.engineering.asu.edu/carolewu,S1szbyAAAAAJ,3120.0,24.0,2008.0
Rakibul Hasan,Arizona State University,https://rakib062.github.io,EuZ5pnwAAAAJ,195.0,7.0,2011.0
Yan Shoshitaishvili,Arizona State University,http://www.yancomm.net,ff1RkwcAAAAJ,3519.0,22.0,2011.0
Baoxin Li,Arizona State University,http://www.public.asu.edu/~bli24,,,,
Mohamed Sarwat,Arizona State University,http://faculty.engineering.asu.edu/sarwat,kOc0x0MAAAAJ,2112.0,19.0,2008.0
Fish Wang,Arizona State University,https://ruoyuwang.me,pi3Z8FgAAAAJ,2700.0,16.0,2013.0
Ross Maciejewski,Arizona State University,http://rmaciejewski.faculty.asu.edu,nChgOjEAAAAJ,4926.0,39.0,2005.0
K. Selçuk Candan,Arizona State University,http://aria.asu.edu/candan,keO-0s0AAAAJ,7806.0,40.0,1995.0
Siddharth Srivastava,Arizona State University,http://siddharthsrivastava.net,H3ZnCqYAAAAJ,1901.0,18.0,2005.0
Jed Crandall,Arizona State University,https://www.cs.unm.edu/~crandall,nOF9akgAAAAJ,2588.0,23.0,2000.0
Andréa W. Richa,Arizona State University,http://www.public.asu.edu/~aricha,1LUuMc8AAAAJ,4984.0,36.0,1992.0
Violet R. Syrotiuk,Arizona State University,http://www.public.asu.edu/~syrotiuk,,,,
Arunabha Sen,Arizona State University,http://www.public.asu.edu/~halla,iGmVaU4AAAAJ,3426.0,29.0,
Yalin Wang,Arizona State University,http://gsl.lab.asu.edu,F4tTgLQAAAAJ,6845.0,40.0,1997.0
Hasan Davulcu,Arizona State University,http://www.public.asu.edu/~hdavulcu,P9IivpwAAAAJ,2621.0,27.0,1997.0
Guoliang Xue,Arizona State University,https://optimization.asu.edu,9gBvN78AAAAJ,19404.0,65.0,1986.0
Chitta Baral,Arizona State University,http://www.public.asu.edu/~cbaral,9Yd716IAAAAJ,9889.0,44.0,1978.0
Charles J. Colbourn,Arizona State University,http://www.public.asu.edu/~ccolbou,,,,
Georgios E. Fainekos,Arizona State University,http://www.public.asu.edu/~gfaineko,WGRYgBEAAAAJ,6755.0,38.0,2003.0
James S. Collofello,Arizona State University,https://cidse.engineering.asu.edu/directory/collofello-james,NOSCHOLARPAGE,,,
Aviral Shrivastava,Arizona State University,http://www.public.asu.edu/~ashriva6,zlzK-v0AAAAJ,3176.0,32.0,2000.0
Rida A. Bazzi,Arizona State University,http://bazzi.faculty.asu.edu,FrMOlk8AAAAJ,1525.0,20.0,1991.0
Heni Ben Amor,Arizona State University,https://cidse.engineering.asu.edu/directory/ben-amor-heni,u_7S7VYAAAAJ,,,
Hassan Ghasemzadeh,Arizona State University,https://chs.asu.edu/hassan-ghasemzadeh,29Tc_lEAAAAJ,4760.0,36.0,2005.0
Gail-Joon Ahn,Arizona State University,http://www.public.asu.edu/~gahn1,_dzO69sAAAAJ,14821.0,58.0,1998.0
