name,affiliation,homepage,scholar_id,citations,h-index,earliest_paper
Dong Xuan,Ohio State University,http://web.cse.ohio-state.edu/~xuan,11NcM2EAAAAJ,7566.0,48.0,1997.0
DeLiang L. Wang,Ohio State University,http://web.cse.ohio-state.edu/~dwang,yO59sggAAAAJ,27593.0,87.0,1988.0
Eric Fosler,Ohio State University,http://web.cse.ohio-state.edu/~fosler,AlsMV98AAAAJ,6995.0,40.0,1994.0
Christopher Stewart,Ohio State University,http://web.cse.ohio-state.edu/~cstewart,d7k7_7wAAAAJ,9778.0,37.0,1958.0
Neelam Soundarajan,Ohio State University,https://cse.osu.edu/people/soundarajan.1,fasXmPQAAAAJ,1005.0,17.0,1979.0
Roger A. Crawfis,Ohio State University,http://web.cse.ohio-state.edu/~crawfis,Id792TsAAAAJ,3720.0,31.0,1990.0
Anish Arora,Ohio State University,http://web.cse.ohio-state.edu/~anish,Bn0zSwQAAAAJ,10377.0,46.0,1987.0
Nicoleta Roman,Ohio State University,https://cse.osu.edu/people/roman.45,ZXS-VpgAAAAJ,1243.0,10.0,2002.0
Huan Sun,Ohio State University,http://web.cse.ohio-state.edu/~huansun,LHk840AAAAAJ,11626.0,35.0,2006.0
Jia Liu,Ohio State University,https://kevinliu-osu-ece.github.io,,,,
Han-Wei Shen,Ohio State University,http://web.cse.ohio-state.edu/~hwshen,95Z6-isAAAAJ,9044.0,51.0,1976.0
Wei-Lun Chao,Ohio State University,http://www-scf.usc.edu/~weilunc,PGKakWwAAAAJ,4515.0,25.0,2009.0
Facundo Mémoli,Ohio State University,https://people.math.osu.edu/memoli.2,E3APGcgAAAAJ,4879.0,30.0,1999.0
Srinivasan Parthasarathy,Ohio State University,https://cse.osu.edu/people/parthasarathy.2,2mjUsP8AAAAJ,22350.0,70.0,
Xiaorui Wang,Ohio State University,http://www2.ece.ohio-state.edu/~xwang,88L1-JYAAAAJ,9361.0,46.0,1981.0
Ness B. Shroff,Ohio State University,http://newslab.ece.ohio-state.edu,5kL-ZrAAAAAJ,23433.0,76.0,1988.0
Tanya Y. Berger-Wolf,Ohio State University,https://cse.osu.edu/people/berger-wolf.1,fDQUHyIAAAAJ,4382.0,33.0,1998.0
Raef Bassily,Ohio State University,https://sites.google.com/view/rbassily,C8qMVQUAAAAJ,2606.0,18.0,2009.0
Xiaodong Zhang,Ohio State University,http://web.cse.ohio-state.edu/~zhang,qFiMLsIAAAAJ,15088.0,63.0,1989.0
Jian Chen,Ohio State University,http://web.cse.ohio-state.edu/~chen.8028/Home.html,9R1aERQAAAAJ,3933.0,28.0,2001.0
Yang Wang,Ohio State University,https://cse.osu.edu/people/wang.7564,kvn8ouYAAAAJ,1102.0,14.0,2009.0
Yu Su,Ohio State University,https://cse.osu.edu/people/su.809,rIh5OqoAAAAJ,1001.0,20.0,2013.0
Dhabaleswar K. D. K. Panda,Ohio State University,http://web.cse.ohio-state.edu/~panda,7FXtL98AAAAJ,19735.0,71.0,1988.0
Ping Zhang,Ohio State University,https://web.cse.ohio-state.edu/~zhang.10631,E3WyjZUAAAAJ,2225.0,24.0,2010.0
Spyros Blanas,Ohio State University,http://web.cse.ohio-state.edu/~sblanas,4_1z8yEAAAAJ,1917.0,13.0,2008.0
Atanas Rountev,Ohio State University,http://web.cse.ohio-state.edu/~rountev,Y9Jw4lcAAAAJ,6459.0,44.0,1999.0
James W. Davis,Ohio State University,http://web.cse.ohio-state.edu/~jwdavis,Jd6nw80AAAAJ,15171.0,54.0,
Raghu Machiraju,Ohio State University,http://web.cse.ohio-state.edu/~raghu,HHialjcAAAAJ,5113.0,40.0,1990.0
Feng Qin,Ohio State University,http://web.cse.ohio-state.edu/~qin,kTh5nIIAAAAJ,26914.0,70.0,1953.0
Huamin Wang,Ohio State University,http://web.cse.ohio-state.edu/~whmin,jbKlGgQAAAAJ,3392.0,26.0,2003.0
Paolo A. G. Sivilotti,Ohio State University,http://web.cse.ohio-state.edu/~paolo,,,,
Rephael Wenger,Ohio State University,http://web.cse.ohio-state.edu/~wenger,,,,
Kenneth J. Supowit,Ohio State University,https://cse.osu.edu/people/supowit.1,,,,
Zhiqiang Lin,Ohio State University,http://web.cse.ohio-state.edu/~lin.3021,6Kuq1acAAAAJ,5890.0,43.0,2005.0
Michael D. Bond,Ohio State University,http://web.cse.ohio-state.edu/~mikebond,zoBZ_FMAAAAJ,2073.0,23.0,1996.0
Arnab Nandi,Ohio State University,http://arnab.org,OhiNDfkAAAAJ,2080.0,22.0,2005.0
Shaileshh Bojja Venkatakrishnan,Ohio State University,https://sites.google.com/site/shaileshhbv,,,,
Xia Ning,Ohio State University,https://u.osu.edu/ning.104/members/xia-ning-pi,YkPL8jMAAAAJ,2946.0,19.0,2005.0
Radu Teodorescu,Ohio State University,http://web.cse.ohio-state.edu/~teodores,IKz0hvkAAAAJ,2675.0,23.0,2001.0
Kannan Srinivasan,Ohio State University,http://web.cse.ohio-state.edu/~kannan,whB5QDoAAAAJ,12321.0,53.0,1986.0
Ten-Hwang Lai,Ohio State University,http://web.cse.ohio-state.edu/~lai,,,,
Yingbin Liang,Ohio State University,https://sites.google.com/view/yingbinliang/home,lGgLAiIAAAAJ,7959.0,36.0,2003.0
